fecha,etapa,bolson,camion,peso,cartonero,legacyId,predio,material
2021-07-30,R8,2.0,,24,COMPA40,2606,BARRACAS,Mezcla B
2021-07-30,R8,4.0,,15,COMPA47,2608,BARRACAS,Mezcla B
2021-07-30,R8,4.0,,21,COMPA47,2608,BARRACAS,Mezcla B
2021-07-30,R8,4.0,,24,COMPA47,2608,BARRACAS,Mezcla B
2021-07-30,R8,5.0,,35,COMPA112,6387,BARRACAS,Mezcla B
2021-07-30,R8,10.0,,27,COMPA295,4860,BARRACAS,Mezcla B
2021-07-30,R8,10.0,,32,COMPA295,4860,BARRACAS,Mezcla B
2021-07-30,R8,12.0,,28,COMPA297,2619,BARRACAS,Mezcla B
2021-07-30,R8,15.0,,73,COMPA731,2626,BARRACAS,Mezcla B
2021-07-30,R8,15.0,,33,COMPA731,2626,BARRACAS,Mezcla B
2021-07-30,R8,19.0,,26,COMPA857,4859,BARRACAS,Mezcla B
2021-07-30,R8,21.0,,53,COMPA911,2634,BARRACAS,Mezcla B
2021-07-30,R8,21.0,,77,COMPA911,2634,BARRACAS,Mezcla B
2021-07-30,R8,22.0,,69,COMPA937,2635,BARRACAS,Mezcla B
2021-07-30,R8,23.0,,14,COMPA897,2636,BARRACAS,Mezcla B
2021-07-30,R8,23.0,,13,COMPA897,2636,BARRACAS,Mezcla B
2021-07-30,R8,23.0,,30,COMPA897,2636,BARRACAS,Mezcla B
2021-07-30,R8,24.0,,23,COMPA1026,2637,BARRACAS,Mezcla B
2021-07-30,R8,23.0,,40,COMPA897,2636,BARRACAS,Mezcla B
2021-07-30,R8,27.0,,32,COMPA1219,2640,BARRACAS,Mezcla B
2021-07-30,R8,30.0,,35,COMPA1414,4862,BARRACAS,Mezcla B
2021-07-30,R8,30.0,,13,COMPA1414,4862,BARRACAS,Mezcla B
2021-07-30,R8,32.0,,14,COMPA1476,2646,BARRACAS,Mezcla B
2021-07-30,R8,32.0,,27,COMPA1476,2646,BARRACAS,Mezcla B
2021-07-30,R8,38.0,,34,COMPA1763,6195,BARRACAS,Mezcla B
2021-07-30,R8,38.0,,29,COMPA1763,6195,BARRACAS,Mezcla B
2021-07-30,R8,44.0,,27,COMPA2117,2661,BARRACAS,Mezcla B
2021-07-30,R8,46.0,,76,COMPA2142,5841,BARRACAS,Mezcla B
2021-07-30,R8,46.0,,86,COMPA2142,5841,BARRACAS,Mezcla B
2021-07-30,R8,47.0,,79,COMPA2150,2664,BARRACAS,Mezcla B
2021-07-30,R8,47.0,,113,COMPA2150,2664,BARRACAS,Mezcla B
2021-07-30,R8,51.0,,36,COMPA654,2623,BARRACAS,Mezcla B
2021-07-30,R8,53.0,,44,COMPA2063,2658,BARRACAS,Mezcla B
2021-07-30,R8,2.0,,7,COMPA40,2606,BARRACAS,Papel Blanco B
2021-07-30,R8,10.0,,12,COMPA295,4860,BARRACAS,Papel Blanco B
2021-07-30,R8,15.0,,12,COMPA731,2626,BARRACAS,Papel Blanco B
2021-07-30,R8,19.0,,2,COMPA857,4859,BARRACAS,Papel Blanco B
2021-07-30,R8,22.0,,20,COMPA937,2635,BARRACAS,Papel Blanco B
2021-07-30,R8,32.0,,1,COMPA1476,2646,BARRACAS,Papel Blanco B
2021-07-30,R8,38.0,,6,COMPA1763,6195,BARRACAS,Papel Blanco B
2021-07-30,R8,44.0,,3,COMPA2117,2661,BARRACAS,Papel Blanco B
2021-07-30,R8,47.0,,25,COMPA2150,2664,BARRACAS,Papel Blanco B
2021-07-30,R8,52.0,,36,COMPA2094,2660,BARRACAS,Papel Blanco B
2021-07-30,R8,52.0,,31,COMPA2094,2660,BARRACAS,Papel Blanco B
2021-07-30,R8,4.0,,8,COMPA47,2608,BARRACAS,Vidrio B
2021-07-30,R8,4.0,,8,COMPA47,2608,BARRACAS,Vidrio B
2021-07-30,R8,5.0,,24,COMPA112,6387,BARRACAS,Vidrio B
2021-07-30,R8,10.0,,24,COMPA295,4860,BARRACAS,Vidrio B
2021-07-30,R8,12.0,,3,COMPA297,2619,BARRACAS,Vidrio B
2021-07-30,R8,15.0,,35,COMPA731,2626,BARRACAS,Vidrio B
2021-07-30,R8,22.0,,46,COMPA937,2635,BARRACAS,Vidrio B
2021-07-30,R8,30.0,,7,COMPA1414,4862,BARRACAS,Vidrio B
2021-07-30,R8,30.0,,6,COMPA1414,4862,BARRACAS,Vidrio B
2021-07-30,R8,32.0,,13,COMPA1476,2646,BARRACAS,Vidrio B
2021-07-30,R8,32.0,,8,COMPA1476,2646,BARRACAS,Vidrio B
2021-07-30,R8,38.0,,10,COMPA1763,6195,BARRACAS,Vidrio B
2021-07-30,R8,44.0,,11,COMPA2117,2661,BARRACAS,Vidrio B
2021-07-30,R8,51.0,,18,COMPA654,2623,BARRACAS,Vidrio B
2021-07-30,R8,52.0,,12,COMPA2094,2660,BARRACAS,Vidrio B
2021-07-30,R8,5.0,,1,COMPA112,6387,BARRACAS,Chatarra
2021-07-30,R8,15.0,,7,COMPA731,2626,BARRACAS,Chatarra
2021-07-30,R8,52.0,,14,COMPA2094,2660,BARRACAS,Chatarra
2021-07-30,R8,54.0,,12,COMPA859,2631,BARRACAS,Vidrio B
2021-07-30,R8,62.0,,4,COMPA1409,2644,BARRACAS,Vidrio B
2021-07-30,R8,62.0,,9,COMPA1409,2644,BARRACAS,Vidrio B
2021-07-30,R8,67.0,,10,COMPA2316,LE901,BARRACAS,Vidrio B
2021-07-30,R8,54.0,,5,COMPA859,2631,BARRACAS,Papel Blanco B
2021-07-30,R8,57.0,,26,COMPA151,2611,BARRACAS,Papel Blanco B
2021-07-30,R8,62.0,,2,COMPA1409,2644,BARRACAS,Papel Blanco B
2021-07-30,R8,54.0,,37,COMPA859,2631,BARRACAS,Mezcla B
2021-07-30,R8,57.0,,64,COMPA151,2611,BARRACAS,Mezcla B
2021-07-30,R8,62.0,,32,COMPA1409,2644,BARRACAS,Mezcla B
2021-07-30,R8,62.0,,25,COMPA1409,2644,BARRACAS,Mezcla B
2021-07-30,R8,67.0,,30,COMPA2316,LE901,BARRACAS,Mezcla B
2021-07-30,R16,4.0,,23,COMPA258,6336,BARRACAS,Mezcla B
2021-07-30,R16,4.0,,53,COMPA258,6336,BARRACAS,Mezcla B
2021-07-30,R16,4.0,,28,COMPA258,6336,BARRACAS,Mezcla B
2021-07-30,R16,7.0,,19,COMPA323,3027,BARRACAS,Mezcla B
2021-07-30,R16,7.0,,20,COMPA323,3027,BARRACAS,Mezcla B
2021-07-30,R16,7.0,,46,COMPA323,3027,BARRACAS,Mezcla B
2021-07-30,R16,10.0,,46,COMPA374,3030,BARRACAS,Mezcla B
2021-07-30,R16,22.0,,26,COMPA666,3041,BARRACAS,Mezcla B
2021-07-30,R16,22.0,,57,COMPA666,3041,BARRACAS,Mezcla B
2021-07-30,R16,23.0,,33,COMPA726,3042,BARRACAS,Mezcla B
2021-07-30,R16,27.0,,72,COMPA894,6790,BARRACAS,Mezcla B
2021-07-30,R16,27.0,,9,COMPA894,6790,BARRACAS,Mezcla B
2021-07-30,R16,31.0,,56,COMPA923,3052,BARRACAS,Mezcla B
2021-07-30,R16,31.0,,48,COMPA923,3052,BARRACAS,Mezcla B
2021-07-30,R16,31.0,,19,COMPA923,3052,BARRACAS,Mezcla B
2021-07-30,R16,34.0,,57,COMPA938,3055,BARRACAS,Mezcla B
2021-07-30,R16,34.0,,43,COMPA938,3055,BARRACAS,Mezcla B
2021-07-30,R16,34.0,,47,COMPA938,3055,BARRACAS,Mezcla B
2021-07-30,R16,35.0,,30,COMPA944,3056,BARRACAS,Mezcla B
2021-07-30,R16,35.0,,13,COMPA944,3056,BARRACAS,Mezcla B
2021-07-30,R16,35.0,,20,COMPA944,3056,BARRACAS,Mezcla B
2021-07-30,R16,39.0,,34,COMPA954,3061,BARRACAS,Mezcla B
2021-07-30,R16,39.0,,13,COMPA954,3061,BARRACAS,Mezcla B
2021-07-30,R16,42.0,,18,COMPA1061,3064,BARRACAS,Mezcla B
2021-07-30,R16,42.0,,23,COMPA1061,3064,BARRACAS,Mezcla B
2021-07-30,R16,45.0,,8,COMPA2328,3068,BARRACAS,Mezcla B
2021-07-30,R16,45.0,,34,COMPA2328,3068,BARRACAS,Mezcla B
2021-07-30,R16,46.0,,37,COMPA1355,3069,BARRACAS,Mezcla B
2021-07-30,R16,56.0,,31,COMPA1589,3077,BARRACAS,Mezcla B
2021-07-30,R16,56.0,,35,COMPA1589,3077,BARRACAS,Mezcla B
2021-07-30,R16,56.0,,30,COMPA1589,3077,BARRACAS,Mezcla B
2021-07-30,R16,61.0,,28,COMPA1626,3082,BARRACAS,Mezcla B
2021-07-30,R16,61.0,,34,COMPA1626,3082,BARRACAS,Mezcla B
2021-07-30,R16,67.0,,12,COMPA1692,7100,BARRACAS,Mezcla B
2021-07-30,R16,67.0,,39,COMPA1692,7100,BARRACAS,Mezcla B
2021-07-30,R16,68.0,,42,COMPA1741,LE218,BARRACAS,Mezcla B
2021-07-30,R16,70.0,,42,COMPA1803,3090,BARRACAS,Mezcla B
2021-07-30,R16,70.0,,54,COMPA1803,3090,BARRACAS,Mezcla B
2021-07-30,R16,85.0,,81,COMPA878,3048,BARRACAS,Mezcla B
2021-07-30,R16,85.0,,37,COMPA878,3048,BARRACAS,Mezcla B
2021-07-30,R16,88.0,,39,COMPA253,3022,BARRACAS,Mezcla B
2021-07-30,R16,93.0,,35,COMPA809,3044,BARRACAS,Mezcla B
2021-07-30,R16,95.0,,53,COMPA248,LE45,BARRACAS,Mezcla B
2021-07-30,R16,56.0,,4,COMPA1589,3077,BARRACAS,Papel Blanco B
2021-07-30,R16,56.0,,10,COMPA1589,3077,BARRACAS,Papel Blanco B
2021-07-30,R16,61.0,,3,COMPA1626,3082,BARRACAS,Papel Blanco B
2021-07-30,R16,67.0,,3,COMPA1692,7100,BARRACAS,Papel Blanco B
2021-07-30,R16,56.0,,13,COMPA1589,3077,BARRACAS,Vidrio B
2021-07-30,R16,56.0,,7,COMPA1589,3077,BARRACAS,Vidrio B
2021-07-30,R16,57.0,,30,COMPA1591,3078,BARRACAS,Vidrio B
2021-07-30,R16,61.0,,16,COMPA1626,3082,BARRACAS,Vidrio B
2021-07-30,R16,61.0,,11,COMPA1626,3082,BARRACAS,Vidrio B
2021-07-30,R16,67.0,,27,COMPA1692,7100,BARRACAS,Vidrio B
2021-07-30,R16,67.0,,13,COMPA1692,7100,BARRACAS,Vidrio B
2021-07-30,R16,70.0,,22,COMPA1803,3090,BARRACAS,Vidrio B
2021-07-30,R16,70.0,,22,COMPA1803,3090,BARRACAS,Vidrio B
2021-07-30,R16,70.0,,15,COMPA1803,3090,BARRACAS,Vidrio B
2021-07-30,R16,85.0,,16,COMPA878,3048,BARRACAS,Vidrio B
2021-07-30,R16,88.0,,5,COMPA253,3022,BARRACAS,Vidrio B
2021-07-30,R16,93.0,,8,COMPA809,3044,BARRACAS,Vidrio B
2021-07-30,R16,56.0,,7,COMPA1589,3077,BARRACAS,Chatarra
2021-07-30,R16,67.0,,7,COMPA1692,7100,BARRACAS,Chatarra
2021-07-30,R16,31.0,,11,COMPA923,3052,BARRACAS,Chatarra
2021-07-30,R16,39.0,,65,COMPA954,3061,BARRACAS,Chatarra
2021-07-30,R16,42.0,,1,COMPA1061,3064,BARRACAS,Chatarra
2021-07-30,R16,45.0,,3,COMPA2328,3068,BARRACAS,Chatarra
2021-07-30,R16,4.0,,17,COMPA258,6336,BARRACAS,Vidrio B
2021-07-30,R16,7.0,,7,COMPA323,3027,BARRACAS,Vidrio B
2021-07-30,R16,7.0,,14,COMPA323,3027,BARRACAS,Vidrio B
2021-07-30,R16,13.0,,22,COMPA450,3033,BARRACAS,Vidrio B
2021-07-30,R16,31.0,,23,COMPA923,3052,BARRACAS,Vidrio B
2021-07-30,R16,39.0,,3,COMPA954,3061,BARRACAS,Vidrio B
2021-07-30,R16,42.0,,3,COMPA1061,3064,BARRACAS,Vidrio B
2021-07-30,R16,42.0,,14,COMPA1061,3064,BARRACAS,Vidrio B
2021-07-30,R16,45.0,,13,COMPA2328,3068,BARRACAS,Vidrio B
2021-07-30,R16,45.0,,11,COMPA2328,3068,BARRACAS,Vidrio B
2021-07-30,R12,2.0,,21,COMPA134,6847,BARRACAS,Mezcla B
2021-07-30,R12,2.0,,30,COMPA134,6847,BARRACAS,Mezcla B
2021-07-30,R12,14.0,,27,COMPA958,LE27,BARRACAS,Mezcla B
2021-07-30,R12,15.0,,25,COMPA1035,2822,BARRACAS,Mezcla B
2021-07-30,R12,15.0,,39,COMPA1035,2822,BARRACAS,Mezcla B
2021-07-30,R12,15.0,,26,COMPA1035,2822,BARRACAS,Mezcla B
2021-07-30,R12,19.0,,35,COMPA1785,7020,BARRACAS,Mezcla B
2021-07-30,R12,21.0,,53,COMPA1882,2851,BARRACAS,Mezcla B
2021-07-30,R12,27.0,,76,COMPA2088,LE30,BARRACAS,Mezcla B
2021-07-30,R12,29.0,,62,COMPA2043,LE31,BARRACAS,Mezcla B
2021-07-30,R12,29.0,,21,COMPA2043,LE31,BARRACAS,Mezcla B
2021-07-30,R12,32.0,,36,COMPA912,2811,BARRACAS,Mezcla B
2021-07-30,R12,35.0,,52,COMPA986,2819,BARRACAS,Mezcla B
2021-07-30,R12,36.0,,26,COMPA1063,2825,BARRACAS,Mezcla B
2021-07-30,R12,38.0,,15,COMPA1159,2832,BARRACAS,Mezcla B
2021-07-30,R12,38.0,,31,COMPA1159,2832,BARRACAS,Mezcla B
2021-07-30,R12,40.0,,21,COMPA1954,2855,BARRACAS,Mezcla B
2021-07-30,R12,41.0,,34,COMPA2112,2863,BARRACAS,Mezcla B
2021-07-30,R12,0.0,,2,COMPA2136,-1,BARRACAS,Mezcla B
2021-07-30,R12,49.0,,38,COMPA1794,LE33,BARRACAS,Mezcla B
2021-07-30,R12,49.0,,44,COMPA1794,LE33,BARRACAS,Mezcla B
2021-07-30,R12,2.0,,1,COMPA134,6847,BARRACAS,Papel Blanco B
2021-07-30,R12,14.0,,1,COMPA958,LE27,BARRACAS,Papel Blanco B
2021-07-30,R12,15.0,,6,COMPA1035,2822,BARRACAS,Papel Blanco B
2021-07-30,R12,19.0,,3,COMPA1785,7020,BARRACAS,Papel Blanco B
2021-07-30,R12,21.0,,8,COMPA1882,2851,BARRACAS,Papel Blanco B
2021-07-30,R12,27.0,,10,COMPA2088,LE30,BARRACAS,Papel Blanco B
2021-07-30,R12,35.0,,1,COMPA986,2819,BARRACAS,Papel Blanco B
2021-07-30,R12,36.0,,5,COMPA1063,2825,BARRACAS,Papel Blanco B
2021-07-30,R12,38.0,,2,COMPA1159,2832,BARRACAS,Papel Blanco B
2021-07-30,R12,41.0,,2,COMPA2112,2863,BARRACAS,Papel Blanco B
2021-07-30,R12,2.0,,20,COMPA134,6847,BARRACAS,Vidrio B
2021-07-30,R12,14.0,,7,COMPA958,LE27,BARRACAS,Vidrio B
2021-07-30,R12,15.0,,5,COMPA1035,2822,BARRACAS,Vidrio B
2021-07-30,R12,15.0,,10,COMPA1035,2822,BARRACAS,Vidrio B
2021-07-30,R12,19.0,,11,COMPA1785,7020,BARRACAS,Vidrio B
2021-07-30,R12,19.0,,13,COMPA1785,7020,BARRACAS,Vidrio B
2021-07-30,R12,21.0,,14,COMPA1882,2851,BARRACAS,Vidrio B
2021-07-30,R12,21.0,,13,COMPA1882,2851,BARRACAS,Vidrio B
2021-07-30,R12,27.0,,17,COMPA2088,LE30,BARRACAS,Vidrio B
2021-07-30,R12,32.0,,11,COMPA912,2811,BARRACAS,Vidrio B
2021-07-30,R12,35.0,,59,COMPA986,2819,BARRACAS,Vidrio B
2021-07-30,R12,36.0,,3,COMPA1063,2825,BARRACAS,Vidrio B
2021-07-30,R12,38.0,,13,COMPA1159,2832,BARRACAS,Vidrio B
2021-07-30,R12,41.0,,21,COMPA2112,2863,BARRACAS,Vidrio B
2021-07-30,R12,49.0,,6,COMPA1794,LE33,BARRACAS,Vidrio B
2021-07-30,R12,49.0,,2,COMPA1794,LE33,BARRACAS,Chatarra
2021-07-30,R12,60.0,,6,COMPA2136,-1,BARRACAS,Vidrio B
2021-07-30,R12,15.0,,3,COMPA1035,2822,BARRACAS,Chatarra
2021-07-30,R12,15.0,,9,COMPA1035,2822,BARRACAS,Chatarra
2021-07-30,R12,19.0,,25,COMPA1785,7020,BARRACAS,Chatarra
2021-07-30,R12,35.0,,3,COMPA986,2819,BARRACAS,Chatarra
2021-07-30,R12,38.0,,12,COMPA1159,2832,BARRACAS,Chatarra
2021-07-30,R12,41.0,,3,COMPA2112,2863,BARRACAS,Chatarra
2021-07-30,E2C,235.0,,45,COMPA1860,6519,BARRACAS,Mezcla B
2021-07-30,E2C,235.0,,16,COMPA1860,6519,BARRACAS,Vidrio B
2021-07-30,E2C,245.0,,11,COMPA1705,4856,BARRACAS,Vidrio B
2021-07-30,E2C,250.0,,44,COMPA1853,5155,BARRACAS,Mezcla B
2021-07-30,E2C,250.0,,0,COMPA1853,5155,BARRACAS,Mezcla B
2021-07-30,E1,52.0,,28,COMPA578,7269,BARRACAS,Mezcla B
2021-07-30,E1,92.0,,17,COMPA242,1203,BARRACAS,Mezcla B
2021-07-30,E1,93.0,,47,COMPA243,1204,BARRACAS,Mezcla B
2021-07-30,E1,93.0,,3,COMPA243,1204,BARRACAS,Mezcla B
2021-07-30,E1,96.0,,24,COMPA394,1208,BARRACAS,Mezcla B
2021-07-30,E1,97.0,,43,COMPA1983,1244,BARRACAS,Mezcla B
2021-07-30,E1,97.0,,31,COMPA1983,1244,BARRACAS,Mezcla B
2021-07-30,E1,100.0,,10,COMPA762,1213,BARRACAS,Mezcla B
2021-07-30,E1,103.0,,23,COMPA917,1216,BARRACAS,Mezcla B
2021-07-30,E1,104.0,,15,COMPA1033,1217,BARRACAS,Mezcla B
2021-07-30,E1,105.0,,6,COMPA1255,1228,BARRACAS,Mezcla B
2021-07-30,E1,106.0,,47,COMPA1076,1220,BARRACAS,Mezcla B
2021-07-30,E1,110.0,,39,COMPA1094,1222,BARRACAS,Mezcla B
2021-07-30,E1,110.0,,26,COMPA1094,1222,BARRACAS,Mezcla B
2021-07-30,E1,111.0,,57,COMPA2082,1248,BARRACAS,Mezcla B
2021-07-30,E1,116.0,,46,COMPA1311,1191,BARRACAS,Mezcla B
2021-07-30,E1,117.0,,24,COMPA1627,1236,BARRACAS,Mezcla B
2021-07-30,E1,118.0,,30,COMPA1656,1238,BARRACAS,Mezcla B
2021-07-30,E1,119.0,,21,COMPA1651,1237,BARRACAS,Mezcla B
2021-07-30,E1,120.0,,37,COMPA1674,1239,BARRACAS,Mezcla B
2021-07-30,E1,124.0,,44,COMPA2056,1246,BARRACAS,Mezcla B
2021-07-30,E1,125.0,,71,COMPA2055,1245,BARRACAS,Mezcla B
2021-07-30,E1,127.0,,30,COMPA1889,3568,BARRACAS,Mezcla B
2021-07-30,E1,130.0,,31,COMPA147,1201,BARRACAS,Mezcla B
2021-07-30,E1,131.0,,10,COMPA233,1094,BARRACAS,Mezcla B
2021-07-30,E1,133.0,,23,COMPA1115,1190,BARRACAS,Mezcla B
2021-07-30,E1,504.0,,24,COMPA2278,LE1104,BARRACAS,Mezcla B
2021-07-30,E1,200.0,,13,COMPA1383,1231,BARRACAS,Mezcla B
2021-07-30,E1,140.0,,22,COMPA1620,1128,BARRACAS,Mezcla B
2021-07-30,E1,504.0,,2,COMPA2278,LE1104,BARRACAS,Papel Blanco B
2021-07-30,E1,504.0,,8,COMPA2278,LE1104,BARRACAS,Vidrio B
2021-07-30,E1,504.0,,2,COMPA2278,LE1104,BARRACAS,Chatarra
2021-07-30,E1,92.0,,39,COMPA242,1203,BARRACAS,Vidrio B
2021-07-30,E1,93.0,,16,COMPA243,1204,BARRACAS,Vidrio B
2021-07-30,E1,96.0,,6,COMPA394,1208,BARRACAS,Vidrio B
2021-07-30,E1,97.0,,21,COMPA1983,1244,BARRACAS,Vidrio B
2021-07-30,E1,103.0,,6,COMPA917,1216,BARRACAS,Vidrio B
2021-07-30,E1,104.0,,14,COMPA1033,1217,BARRACAS,Vidrio B
2021-07-30,E1,105.0,,10,COMPA1255,1228,BARRACAS,Vidrio B
2021-07-30,E1,106.0,,16,COMPA1076,1220,BARRACAS,Vidrio B
2021-07-30,E1,110.0,,20,COMPA1094,1222,BARRACAS,Vidrio B
2021-07-30,E1,110.0,,21,COMPA1094,1222,BARRACAS,Vidrio B
2021-07-30,E1,111.0,,23,COMPA2082,1248,BARRACAS,Vidrio B
2021-07-30,E1,118.0,,12,COMPA1656,1238,BARRACAS,Vidrio B
2021-07-30,E1,124.0,,4,COMPA2056,1246,BARRACAS,Vidrio B
2021-07-30,E1,125.0,,18,COMPA2055,1245,BARRACAS,Vidrio B
2021-07-30,E1,125.0,,12,COMPA2055,1245,BARRACAS,Vidrio B
2021-07-30,E1,127.0,,127,COMPA1889,3568,BARRACAS,Vidrio B
2021-07-30,E1,127.0,,16,COMPA1889,3568,BARRACAS,Vidrio B
2021-07-30,E1,130.0,,16,COMPA147,1201,BARRACAS,Vidrio B
2021-07-30,E1,131.0,,9,COMPA233,1094,BARRACAS,Vidrio B
2021-07-30,E1,97.0,,13,COMPA1983,1244,BARRACAS,Chatarra
2021-07-30,E1,100.0,,2,COMPA762,1213,BARRACAS,Chatarra
2021-07-30,E2B,42.0,,19,COMPA995,1291,BARRACAS,Mezcla B
2021-07-30,E2B,45.0,,35,COMPA218,1263,BARRACAS,Mezcla B
2021-07-30,E2B,46.0,,28,COMPA1878,1324,BARRACAS,Mezcla B
2021-07-30,E2B,48.0,,58,COMPA1680,1317,BARRACAS,Mezcla B
2021-07-30,E2B,48.0,,64,COMPA1680,1317,BARRACAS,Mezcla B
2021-07-30,E2B,49.0,,7,COMPA1744,1320,BARRACAS,Mezcla B
2021-07-30,E2B,49.0,,20,COMPA1744,1320,BARRACAS,Mezcla B
2021-07-30,E2B,50.0,,15,COMPA1765,1323,BARRACAS,Mezcla B
2021-07-30,E2B,54.0,,25,COMPA240,1265,BARRACAS,Mezcla B
2021-07-30,E2B,56.0,,40,COMPA1174,1297,BARRACAS,Mezcla B
2021-07-30,E2B,58.0,,47,COMPA1129,1293,BARRACAS,Mezcla B
2021-07-30,E2B,59.0,,18,COMPA536,2399,BARRACAS,Mezcla B
2021-07-30,E2B,59.0,,19,COMPA536,2399,BARRACAS,Mezcla B
2021-07-30,E2B,61.0,,28,COMPA215,1261,BARRACAS,Mezcla B
2021-07-30,E2B,63.0,,13,COMPA381,6617,BARRACAS,Mezcla B
2021-07-30,E2B,65.0,,90,COMPA574,1280,BARRACAS,Mezcla B
2021-07-30,E2B,65.0,,87,COMPA574,1280,BARRACAS,Mezcla B
2021-07-30,E2B,67.0,,41,COMPA1175,7246,BARRACAS,Mezcla B
2021-07-30,E2B,67.0,,47,COMPA1175,7246,BARRACAS,Mezcla B
2021-07-30,E2B,68.0,,18,COMPA1045,1292,BARRACAS,Mezcla B
2021-07-30,E2B,70.0,,42,COMPA2360,7320,BARRACAS,Mezcla B
2021-07-30,E2B,72.0,,47,COMPA822,1285,BARRACAS,Mezcla B
2021-07-30,E2B,73.0,,64,COMPA890,1287,BARRACAS,Mezcla B
2021-07-30,E2B,74.0,,18,COMPA1681,5153,BARRACAS,Mezcla B
2021-07-30,E2B,75.0,,41,COMPA213,1260,BARRACAS,Mezcla B
2021-07-30,E2B,81.0,,16,COMPA932,6461,BARRACAS,Mezcla B
2021-07-30,E2B,83.0,,23,COMPA1601,1306,BARRACAS,Mezcla B
2021-07-30,E2B,86.0,,27,COMPA282,1267,BARRACAS,Mezcla B
2021-07-30,E2B,87.0,,45,COMPA955,1289,BARRACAS,Mezcla B
2021-07-30,E2B,88.0,,71,COMPA2000,3419,BARRACAS,Mezcla B
2021-07-30,E2B,88.0,,43,COMPA2000,3419,BARRACAS,Mezcla B
2021-07-30,E2B,88.0,,40,COMPA2000,3419,BARRACAS,Mezcla B
2021-07-30,E2B,89.0,,34,COMPA371,2394,BARRACAS,Mezcla B
2021-07-30,E2B,92.0,,51,COMPA779,7024,BARRACAS,Mezcla B
2021-07-30,E2B,93.0,,36,COMPA10,7023,BARRACAS,Mezcla B
2021-07-30,E2B,94.0,,18,COMPA2309,LE169,BARRACAS,Mezcla B
2021-07-30,E2B,200.0,,29,COMPA538,1276,BARRACAS,Mezcla B
2021-07-30,E2B,200.0,,35,COMPA538,1276,BARRACAS,Mezcla B
2021-07-30,E2B,93.0,,4,COMPA10,7023,BARRACAS,Papel Blanco B
2021-07-30,E2B,92.0,,12,COMPA779,7024,BARRACAS,Vidrio B
2021-07-30,E2B,94.0,,8,COMPA2309,LE169,BARRACAS,Vidrio B
2021-07-30,E2B,94.0,,24,COMPA2309,LE169,BARRACAS,Vidrio B
2021-07-30,E2B,200.0,,11,COMPA538,1276,BARRACAS,Vidrio B
2021-07-30,E2B,200.0,,15,COMPA538,1276,BARRACAS,Vidrio B
2021-07-30,E2B,200.0,,2,COMPA538,1276,BARRACAS,Chatarra
2021-07-30,E2B,42.0,,4,COMPA995,1291,BARRACAS,Vidrio B
2021-07-30,E2B,49.0,,9,COMPA1744,1320,BARRACAS,Vidrio B
2021-07-30,E2B,49.0,,16,COMPA1744,1320,BARRACAS,Vidrio B
2021-07-30,E2B,54.0,,7,COMPA240,1265,BARRACAS,Vidrio B
2021-07-30,E2B,57.0,,7,COMPA2005,3420,BARRACAS,Vidrio B
2021-07-30,E2B,58.0,,12,COMPA1129,1293,BARRACAS,Vidrio B
2021-07-30,E2B,59.0,,25,COMPA536,2399,BARRACAS,Vidrio B
2021-07-30,E2B,61.0,,10,COMPA215,1261,BARRACAS,Vidrio B
2021-07-30,E2B,65.0,,33,COMPA574,1280,BARRACAS,Vidrio B
2021-07-30,E2B,68.0,,4,COMPA1045,1292,BARRACAS,Vidrio B
2021-07-30,E2B,70.0,,22,COMPA2360,7320,BARRACAS,Vidrio B
2021-07-30,E2B,70.0,,25,COMPA2360,7320,BARRACAS,Vidrio B
2021-07-30,E2B,70.0,,19,COMPA2360,7320,BARRACAS,Vidrio B
2021-07-30,E2B,72.0,,38,COMPA822,1285,BARRACAS,Vidrio B
2021-07-30,E2B,74.0,,9,COMPA1681,5153,BARRACAS,Vidrio B
2021-07-30,E2B,75.0,,18,COMPA213,1260,BARRACAS,Vidrio B
2021-07-30,E2B,86.0,,7,COMPA282,1267,BARRACAS,Vidrio B
2021-07-30,E2B,89.0,,13,COMPA371,2394,BARRACAS,Vidrio B
2021-07-30,E2B,49.0,,1,COMPA1744,1320,BARRACAS,Chatarra
2021-07-30,E2B,89.0,,2,COMPA371,2394,BARRACAS,Chatarra
2021-07-30,RIS,8.0,,61,COMPA2308,LE1055,SAAVEDRA,Mezcla B
2021-07-30,RIS,13.0,,58,COMPA2333,LE1060,SAAVEDRA,Mezcla B
2021-07-30,RIS,14.0,,48,COMPA2334,LE1061,SAAVEDRA,Mezcla B
2021-07-30,RIS,15.0,,72,COMPA2350,LE1062,SAAVEDRA,Mezcla B
2021-07-30,RIS,19.0,,37,COMPA2345,LE1066,SAAVEDRA,Mezcla B
2021-07-30,RIS,20.0,,86,COMPA2347,LE1067,SAAVEDRA,Mezcla B
2021-07-30,RIS,34.0,,62,COMPA2344,LE1085,SAAVEDRA,Mezcla B
2021-07-30,E5,54.0,,39,COMPA1828,1408,SAAVEDRA,Mezcla B
2021-07-30,E5,69.0,,44,COMPA319,1353,SAAVEDRA,Mezcla B
2021-07-30,E5,76.0,,44,COMPA777,1365,SAAVEDRA,Mezcla B
2021-07-30,E5,76.0,,36,COMPA777,1365,SAAVEDRA,Mezcla B
2021-07-30,E5,79.0,,56,COMPA1275,1371,SAAVEDRA,Mezcla B
